"Year","County","Commodity","Crop","ACRES HARVESTED","PRODUCTION, MEASURED IN BU","YIELD, MEASURED IN BU / ACRE"
"2003","DOUGLAS","HAY","HAY, (EXCL ALFALFA)","4,200","N/A","N/A"
"2003","DOUGLAS","HAY","HAY, ALFALFA","21,300","N/A","N/A"
"2003","DOUGLAS","OATS","OATS","4,100","303,400","74"
"2003","DOUGLAS","SOYBEANS","SOYBEANS","72,300","1,807,500","25"
"2003","DOUGLAS","WHEAT","WHEAT","16,800","907,200","54"
"2003","DOUGLAS","WHEAT","WHEAT, SPRING, (EXCL DURUM)","16,800","907,200","54"
"2003","FARIBAULT","CORN","CORN","N/A","N/A","N/A"
"2003","FARIBAULT","CORN","CORN, GRAIN","195,000","33,150,000","170"
"2003","FARIBAULT","CORN","CORN, SILAGE","1,000","N/A","N/A"
"2003","FARIBAULT","HAY","HAY, ALFALFA","2,500","N/A","N/A"
"2003","FARIBAULT","OATS","OATS","900","72,900","81"
"2003","FARIBAULT","SOYBEANS","SOYBEANS","173,800","6,430,600","37"
"2003","FREEBORN","CORN","CORN","N/A","N/A","N/A"
"2003","FREEBORN","CORN","CORN, GRAIN","170,400","28,627,200","168"
"2003","FREEBORN","CORN","CORN, SILAGE","1,400","N/A","N/A"
"2003","FREEBORN","HAY","HAY","8,200","N/A","N/A"
"2003","FREEBORN","HAY","HAY, (EXCL ALFALFA)","1,300","N/A","N/A"
"2003","FREEBORN","HAY","HAY, ALFALFA","6,900","N/A","N/A"
"2003","FREEBORN","OATS","OATS","1,300","89,700","69"
"2003","FREEBORN","SOYBEANS","SOYBEANS","158,100","5,691,600","36"
"2003","GRANT","BARLEY","BARLEY","1,900","126,000","66.3"
"2003","GRANT","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","1,400","N/A","N/A"
"2003","GRANT","CORN","CORN","N/A","N/A","N/A"
"2003","GRANT","CORN","CORN, GRAIN","85,900","11,768,300","137"
"2003","GRANT","CORN","CORN, SILAGE","1,400","N/A","N/A"
"2003","GRANT","HAY","HAY","6,400","N/A","N/A"
"2003","GRANT","HAY","HAY, (EXCL ALFALFA)","1,100","N/A","N/A"
"2003","GRANT","HAY","HAY, ALFALFA","5,300","N/A","N/A"
"2003","GRANT","SOYBEANS","SOYBEANS","119,800","3,713,800","31"
"2003","GRANT","SUGARBEETS","SUGARBEETS","12,400","N/A","N/A"
"2003","GRANT","WHEAT","WHEAT","41,200","2,307,200","56"
"2003","GRANT","WHEAT","WHEAT, SPRING, (EXCL DURUM)","41,200","2,307,200","56"
"2003","HENNEPIN","CORN","CORN","N/A","N/A","N/A"
"2003","HENNEPIN","CORN","CORN, GRAIN","13,400","1,634,800","122"
"2003","HENNEPIN","CORN","CORN, SILAGE","2,300","N/A","N/A"
"2003","HENNEPIN","HAY","HAY","9,600","N/A","N/A"
"2003","HENNEPIN","HAY","HAY, (EXCL ALFALFA)","1,700","N/A","N/A"
"2003","HENNEPIN","HAY","HAY, ALFALFA","7,900","N/A","N/A"
"2003","HENNEPIN","OATS","OATS","700","38,500","55"
"2003","HENNEPIN","SOYBEANS","SOYBEANS","16,500","462,000","28"
"2003","HUBBARD","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","7,600","N/A","N/A"
"2003","HUBBARD","CORN","CORN","N/A","N/A","N/A"
"2003","HUBBARD","CORN","CORN, GRAIN","10,400","1,362,400","131"
"2003","HUBBARD","CORN","CORN, SILAGE","1,300","N/A","N/A"
"2003","HUBBARD","HAY","HAY","24,400","N/A","N/A"
"2003","HUBBARD","HAY","HAY, (EXCL ALFALFA)","15,500","N/A","N/A"
"2003","HUBBARD","HAY","HAY, ALFALFA","8,900","N/A","N/A"
"2003","HUBBARD","OATS","OATS","1,900","96,900","51"
"2003","HUBBARD","SOYBEANS","SOYBEANS","3,700","133,200","36"
"2003","HUBBARD","WHEAT","WHEAT","1,500","70,500","47"
"2003","HUBBARD","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,500","70,500","47"
"2003","ISANTI","CORN","CORN","N/A","N/A","N/A"
"2003","ISANTI","CORN","CORN, GRAIN","30,300","2,908,800","96"
"2003","ISANTI","CORN","CORN, SILAGE","1,900","N/A","N/A"
"2003","ISANTI","HAY","HAY","16,000","N/A","N/A"
"2003","ISANTI","HAY","HAY, (EXCL ALFALFA)","3,500","N/A","N/A"
"2003","ISANTI","HAY","HAY, ALFALFA","12,500","N/A","N/A"
"2003","ISANTI","OATS","OATS","700","33,600","48"
"2003","ISANTI","SOYBEANS","SOYBEANS","31,400","596,600","19"
"2003","ITASCA","HAY","HAY","32,900","N/A","N/A"
"2003","ITASCA","HAY","HAY, (EXCL ALFALFA)","24,900","N/A","N/A"
"2003","ITASCA","HAY","HAY, ALFALFA","8,000","N/A","N/A"
"2003","ITASCA","OATS","OATS","700","44,100","63"
"2003","JACKSON","CORN","CORN","N/A","N/A","N/A"
"2003","JACKSON","CORN","CORN, GRAIN","175,600","26,691,200","152"
"2003","JACKSON","CORN","CORN, SILAGE","1,900","N/A","N/A"
"2003","JACKSON","HAY","HAY","6,000","N/A","N/A"
"2003","JACKSON","HAY","HAY, (EXCL ALFALFA)","1,800","N/A","N/A"
"2003","JACKSON","HAY","HAY, ALFALFA","4,200","N/A","N/A"
"2003","JACKSON","OATS","OATS","900","62,100","69"
"2003","JACKSON","SOYBEANS","SOYBEANS","174,600","6,809,400","39"
"2003","KANABEC","CORN","CORN","N/A","N/A","N/A"
"2003","KANABEC","CORN","CORN, GRAIN","12,300","996,300","81"
"2003","KANABEC","CORN","CORN, SILAGE","4,000","N/A","N/A"
"2003","KANABEC","HAY","HAY","35,700","N/A","N/A"
"2003","KANABEC","HAY","HAY, (EXCL ALFALFA)","21,900","N/A","N/A"
"2003","KANABEC","HAY","HAY, ALFALFA","13,800","N/A","N/A"
"2003","KANABEC","OATS","OATS","1,400","81,200","58"
"2003","KANABEC","SOYBEANS","SOYBEANS","9,800","176,400","18"
"2003","KANABEC","WHEAT","WHEAT","1,100","55,000","50"
"2003","KANABEC","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,100","55,000","50"
"2003","KANDIYOHI","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","3,200","N/A","N/A"
"2003","KANDIYOHI","CORN","CORN","N/A","N/A","N/A"
"2003","KANDIYOHI","CORN","CORN, GRAIN","133,600","20,173,600","151"
"2003","KANDIYOHI","CORN","CORN, SILAGE","6,200","N/A","N/A"
"2003","KANDIYOHI","HAY","HAY","21,100","N/A","N/A"
"2003","KANDIYOHI","HAY","HAY, (EXCL ALFALFA)","3,300","N/A","N/A"
"2003","KANDIYOHI","HAY","HAY, ALFALFA","17,800","N/A","N/A"
"2003","KANDIYOHI","OATS","OATS","2,600","200,200","77"
"2003","KANDIYOHI","SOYBEANS","SOYBEANS","122,600","3,800,600","31"
"2003","KANDIYOHI","SUGARBEETS","SUGARBEETS","15,200","N/A","N/A"
"2003","KANDIYOHI","WHEAT","WHEAT","4,800","240,000","50"
"2003","KANDIYOHI","WHEAT","WHEAT, SPRING, (EXCL DURUM)","4,800","240,000","50"
"2003","KITTSON","BARLEY","BARLEY","8,300","680,600","82"
"2003","KITTSON","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","1,000","N/A","N/A"
"2003","KITTSON","CANOLA","CANOLA","2,400","N/A","N/A"
"2003","KITTSON","CORN","CORN","N/A","N/A","N/A"
"2003","KITTSON","CORN","CORN, GRAIN","3,400","391,000","115"
"2003","KITTSON","CORN","CORN, SILAGE","1,900","N/A","N/A"
"2003","KITTSON","HAY","HAY","27,900","N/A","N/A"
"2003","KITTSON","HAY","HAY, (EXCL ALFALFA)","8,400","N/A","N/A"
"2003","KITTSON","HAY","HAY, ALFALFA","19,500","N/A","N/A"
"2003","KITTSON","OATS","OATS","7,000","546,000","78"
"2003","KITTSON","SOYBEANS","SOYBEANS","77,800","2,489,600","32"
"2003","KITTSON","SUGARBEETS","SUGARBEETS","33,800","N/A","N/A"
"2003","KITTSON","SUNFLOWER","SUNFLOWER","10,100","N/A","N/A"
"2003","KITTSON","SUNFLOWER","SUNFLOWER, NON","4,000","N/A","N/A"
"2003","KITTSON","SUNFLOWER","SUNFLOWER, OIL TYPE","6,100","N/A","N/A"
"2003","KITTSON","WHEAT","WHEAT","173,300","10,354,600","59.7"
"2003","KITTSON","WHEAT","WHEAT, SPRING, (EXCL DURUM)","170,200","10,212,000","60"
"2003","KITTSON","WHEAT","WHEAT, WINTER","3,100","142,600","46"
"2003","KOOCHICHING","HAY","HAY","20,900","N/A","N/A"
"2003","KOOCHICHING","HAY","HAY, (EXCL ALFALFA)","10,900","N/A","N/A"
"2003","KOOCHICHING","HAY","HAY, ALFALFA","10,000","N/A","N/A"
"2003","KOOCHICHING","OATS","OATS","1,400","88,200","63"
"2003","KOOCHICHING","SOYBEANS","SOYBEANS","1,600","41,600","26"
"2003","KOOCHICHING","WHEAT","WHEAT","1,300","59,800","46"
"2003","KOOCHICHING","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,300","59,800","46"
"2003","LAC QUI PARLE","CORN","CORN","N/A","N/A","N/A"
"2003","LAC QUI PARLE","CORN","CORN, GRAIN","149,900","18,437,700","123"
"2003","LAC QUI PARLE","CORN","CORN, SILAGE","6,700","N/A","N/A"
"2003","LAC QUI PARLE","HAY","HAY","15,200","N/A","N/A"
"2003","LAC QUI PARLE","HAY","HAY, (EXCL ALFALFA)","4,700","N/A","N/A"
"2003","LAC QUI PARLE","HAY","HAY, ALFALFA","10,500","N/A","N/A"
"2003","LAC QUI PARLE","OATS","OATS","900","72,900","81"
"2003","LAC QUI PARLE","SOYBEANS","SOYBEANS","172,600","5,005,400","29"
"2003","LAC QUI PARLE","WHEAT","WHEAT","14,100","789,600","56"
"2003","LAC QUI PARLE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","14,100","789,600","56"
"2003","LAKE OF THE WOODS","BARLEY","BARLEY","1,800","129,600","72"
"2003","LAKE OF THE WOODS","CANOLA","CANOLA","5,800","N/A","N/A"
"2003","LAKE OF THE WOODS","HAY","HAY","14,500","N/A","N/A"
"2003","LAKE OF THE WOODS","HAY","HAY, (EXCL ALFALFA)","7,400","N/A","N/A"
"2003","LAKE OF THE WOODS","HAY","HAY, ALFALFA","7,100","N/A","N/A"
"2003","LAKE OF THE WOODS","OATS","OATS","2,500","162,500","65"
"2003","LAKE OF THE WOODS","WHEAT","WHEAT","16,700","835,000","50"
"2003","LAKE OF THE WOODS","WHEAT","WHEAT, SPRING, (EXCL DURUM)","16,700","835,000","50"
"2003","LE SUEUR","CORN","CORN","N/A","N/A","N/A"
"2003","LE SUEUR","CORN","CORN, GRAIN","87,000","13,746,000","158"
"2003","LE SUEUR","CORN","CORN, SILAGE","3,800","N/A","N/A"
"2003","LE SUEUR","HAY","HAY","8,400","N/A","N/A"
"2003","LE SUEUR","HAY","HAY, (EXCL ALFALFA)","1,900","N/A","N/A"
"2003","LE SUEUR","HAY","HAY, ALFALFA","6,500","N/A","N/A"
"2003","LE SUEUR","OATS","OATS","1,000","80,000","80"
"2003","LE SUEUR","SOYBEANS","SOYBEANS","82,900","2,818,600","34"
"2003","LE SUEUR","WHEAT","WHEAT","1,500","76,500","51"
"2003","LE SUEUR","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,500","76,500","51"
"2003","LINCOLN","CORN","CORN","N/A","N/A","N/A"
"2003","LINCOLN","CORN","CORN, GRAIN","86,000","12,212,000","142"
"2003","LINCOLN","CORN","CORN, SILAGE","6,300","N/A","N/A"
"2003","LINCOLN","HAY","HAY","17,300","N/A","N/A"
"2003","LINCOLN","HAY","HAY, (EXCL ALFALFA)","2,600","N/A","N/A"
"2003","LINCOLN","HAY","HAY, ALFALFA","14,700","N/A","N/A"
"2003","LINCOLN","OATS","OATS","2,800","249,200","89"
"2003","LINCOLN","SOYBEANS","SOYBEANS","95,000","3,040,000","32"
"2003","LINCOLN","WHEAT","WHEAT","11,800","755,200","64"
"2003","LINCOLN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","11,800","755,200","64"
"2003","LYON","CORN","CORN","N/A","N/A","N/A"
"2003","LYON","CORN","CORN, GRAIN","170,300","23,842,000","140"
"2003","LYON","CORN","CORN, SILAGE","4,800","N/A","N/A"
"2003","LYON","HAY","HAY","11,300","N/A","N/A"
"2003","LYON","HAY","HAY, (EXCL ALFALFA)","1,100","N/A","N/A"
"2003","LYON","HAY","HAY, ALFALFA","10,200","N/A","N/A"
"2003","LYON","OATS","OATS","1,800","156,600","87"
"2003","LYON","SOYBEANS","SOYBEANS","169,200","5,752,800","34"
"2003","LYON","WHEAT","WHEAT","3,600","223,200","62"
"2003","LYON","WHEAT","WHEAT, SPRING, (EXCL DURUM)","3,600","223,200","62"
"2003","MAHNOMEN","BARLEY","BARLEY","4,700","333,700","71"
"2003","MAHNOMEN","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","1,900","N/A","N/A"
"2003","MAHNOMEN","CORN","CORN","N/A","N/A","N/A"
"2003","MAHNOMEN","CORN","CORN, GRAIN","14,000","1,624,000","116"
"2003","MAHNOMEN","CORN","CORN, SILAGE","2,200","N/A","N/A"
"2003","MAHNOMEN","HAY","HAY","18,800","N/A","N/A"
"2003","MAHNOMEN","HAY","HAY, (EXCL ALFALFA)","3,000","N/A","N/A"
"2003","MAHNOMEN","HAY","HAY, ALFALFA","15,800","N/A","N/A"
"2003","MAHNOMEN","OATS","OATS","2,200","178,200","81"
"2003","MAHNOMEN","SOYBEANS","SOYBEANS","55,500","1,609,500","29"
"2003","MAHNOMEN","SUGARBEETS","SUGARBEETS","4,300","N/A","N/A"
"2003","MAHNOMEN","WHEAT","WHEAT","29,300","1,582,200","54"
"2003","MAHNOMEN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","29,300","1,582,200","54"
"2003","MARSHALL","BARLEY","BARLEY","39,900","3,240,000","81.2"
"2003","MARSHALL","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","10,500","N/A","N/A"
"2003","MARSHALL","CANOLA","CANOLA","10,800","N/A","N/A"
"2003","MARSHALL","CORN","CORN","N/A","N/A","N/A"
"2003","MARSHALL","CORN","CORN, GRAIN","4,500","504,000","112"
"2003","MARSHALL","CORN","CORN, SILAGE","2,700","N/A","N/A"
"2003","MARSHALL","HAY","HAY","33,300","N/A","N/A"
"2003","MARSHALL","HAY","HAY, (EXCL ALFALFA)","6,500","N/A","N/A"
"2003","MARSHALL","HAY","HAY, ALFALFA","26,800","N/A","N/A"
"2003","MARSHALL","OATS","OATS","6,600","508,200","77"
"2003","MARSHALL","SOYBEANS","SOYBEANS","166,800","4,670,400","28"
"2003","MARSHALL","SUGARBEETS","SUGARBEETS","44,900","N/A","N/A"
"2003","MARSHALL","SUNFLOWER","SUNFLOWER","13,600","N/A","N/A"
"2003","MARSHALL","SUNFLOWER","SUNFLOWER, NON","3,600","N/A","N/A"
"2003","MARSHALL","SUNFLOWER","SUNFLOWER, OIL TYPE","10,000","N/A","N/A"
"2003","MARSHALL","WHEAT","WHEAT","217,900","13,509,800","62"
"2003","MARSHALL","WHEAT","WHEAT, SPRING, (EXCL DURUM)","217,900","13,509,800","62"
"2003","MARTIN","CORN","CORN","N/A","N/A","N/A"
"2003","MARTIN","CORN","CORN, GRAIN","210,000","35,700,000","170"
"2003","MARTIN","CORN","CORN, SILAGE","3,200","N/A","N/A"
"2003","MARTIN","HAY","HAY, ALFALFA","3,400","N/A","N/A"
"2003","MARTIN","OATS","OATS","1,200","94,800","79"
"2003","MARTIN","SOYBEANS","SOYBEANS","190,500","7,048,500","37"
"2003","MCLEOD","CORN","CORN","N/A","N/A","N/A"
"2003","MCLEOD","CORN","CORN, GRAIN","101,300","15,498,900","153"
"2003","MCLEOD","CORN","CORN, SILAGE","3,000","N/A","N/A"
"2003","MCLEOD","HAY","HAY","14,200","N/A","N/A"
"2003","MCLEOD","HAY","HAY, (EXCL ALFALFA)","3,500","N/A","N/A"
"2003","MCLEOD","HAY","HAY, ALFALFA","10,700","N/A","N/A"
"2003","MCLEOD","OATS","OATS","2,100","149,100","71"
"2003","MCLEOD","SOYBEANS","SOYBEANS","93,900","2,629,200","28"
"2003","MCLEOD","SUGARBEETS","SUGARBEETS","2,300","N/A","N/A"
"2003","MCLEOD","WHEAT","WHEAT","3,100","173,600","56"
"2003","MCLEOD","WHEAT","WHEAT, SPRING, (EXCL DURUM)","3,100","173,600","56"
"2003","MEEKER","CORN","CORN","N/A","N/A","N/A"
"2003","MEEKER","CORN","CORN, GRAIN","102,500","14,042,500","137"
"2003","MEEKER","CORN","CORN, SILAGE","7,800","N/A","N/A"
"2003","MEEKER","HAY","HAY","15,300","N/A","N/A"
"2003","MEEKER","HAY","HAY, (EXCL ALFALFA)","2,600","N/A","N/A"
"2003","MEEKER","HAY","HAY, ALFALFA","12,700","N/A","N/A"
"2003","MEEKER","OATS","OATS","3,100","244,900","79"
"2003","MEEKER","SOYBEANS","SOYBEANS","116,100","2,902,500","25"
"2003","MEEKER","SUGARBEETS","SUGARBEETS","2,200","N/A","N/A"
"2003","MEEKER","WHEAT","WHEAT","3,400","170,000","50"
"2003","MEEKER","WHEAT","WHEAT, SPRING, (EXCL DURUM)","3,400","170,000","50"
"2003","MILLE LACS","CORN","CORN","N/A","N/A","N/A"
"2003","MILLE LACS","CORN","CORN, GRAIN","17,500","1,540,000","88"
"2003","MILLE LACS","CORN","CORN, SILAGE","5,200","N/A","N/A"
"2003","MILLE LACS","HAY","HAY","30,800","N/A","N/A"
"2003","MILLE LACS","HAY","HAY, (EXCL ALFALFA)","18,600","N/A","N/A"
"2003","MILLE LACS","HAY","HAY, ALFALFA","12,200","N/A","N/A"
"2003","MILLE LACS","OATS","OATS","1,000","49,000","49"
"2003","MILLE LACS","SOYBEANS","SOYBEANS","12,700","254,000","20"
"2003","MORRISON","BARLEY","BARLEY","1,000","42,000","42"
"2003","MORRISON","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","3,400","N/A","N/A"
"2003","MORRISON","CORN","CORN","N/A","N/A","N/A"
"2003","MORRISON","CORN","CORN, GRAIN","66,700","5,669,500","85"
"2003","MORRISON","CORN","CORN, SILAGE","28,300","N/A","N/A"
"2003","MORRISON","HAY","HAY","78,400","N/A","N/A"
"2003","MORRISON","HAY","HAY, (EXCL ALFALFA)","35,600","N/A","N/A"
"2003","MORRISON","HAY","HAY, ALFALFA","42,800","N/A","N/A"
"2003","MORRISON","OATS","OATS","8,800","457,600","52"
"2003","MORRISON","SOYBEANS","SOYBEANS","22,400","515,200","23"
"2003","MURRAY","CORN","CORN","N/A","N/A","N/A"
"2003","MURRAY","CORN","CORN, GRAIN","164,500","23,688,000","144"
"2003","MURRAY","CORN","CORN, SILAGE","8,400","N/A","N/A"
"2003","MURRAY","HAY","HAY","14,500","N/A","N/A"
"2003","MURRAY","HAY","HAY, (EXCL ALFALFA)","2,400","N/A","N/A"
"2003","MURRAY","HAY","HAY, ALFALFA","12,100","N/A","N/A"
"2003","MURRAY","OATS","OATS","4,700","427,700","91"
"2003","MURRAY","SOYBEANS","SOYBEANS","171,000","6,156,000","36"
"2003","MURRAY","WHEAT","WHEAT","900","49,500","55"
"2003","MURRAY","WHEAT","WHEAT, SPRING, (EXCL DURUM)","900","49,500","55"
"2003","NICOLLET","CORN","CORN","N/A","N/A","N/A"
"2003","NICOLLET","CORN","CORN, GRAIN","111,200","19,126,400","172"
"2003","NICOLLET","CORN","CORN, SILAGE","5,000","N/A","N/A"
"2003","NICOLLET","HAY","HAY, ALFALFA","5,400","N/A","N/A"
"2003","NICOLLET","OATS","OATS","1,700","142,800","84"
"2003","NICOLLET","SOYBEANS","SOYBEANS","95,000","3,230,000","34"
"2003","NICOLLET","WHEAT","WHEAT","1,100","57,200","52"
"2003","NICOLLET","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,100","57,200","52"
"2003","NOBLES","CORN","CORN","N/A","N/A","N/A"
"2003","NOBLES","CORN","CORN, GRAIN","184,500","26,014,500","141"
"2003","NOBLES","CORN","CORN, SILAGE","6,800","N/A","N/A"
"2003","NOBLES","HAY","HAY","13,400","N/A","N/A"
"2003","NOBLES","HAY","HAY, (EXCL ALFALFA)","3,900","N/A","N/A"
"2003","NOBLES","HAY","HAY, ALFALFA","9,500","N/A","N/A"
"2003","NOBLES","OATS","OATS","2,600","239,200","92"
"2003","NOBLES","SOYBEANS","SOYBEANS","188,000","6,956,000","37"
"2003","NORMAN","BARLEY","BARLEY","10,300","748,800","72.7"
"2003","NORMAN","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","2,900","N/A","N/A"
"2003","NORMAN","CORN","CORN","N/A","N/A","N/A"
"2003","NORMAN","CORN","CORN, GRAIN","26,700","3,364,200","126"
"2003","NORMAN","CORN","CORN, SILAGE","2,700","N/A","N/A"
"2003","NORMAN","HAY","HAY","14,000","N/A","N/A"
"2003","NORMAN","HAY","HAY, (EXCL ALFALFA)","2,100","N/A","N/A"
"2003","NORMAN","HAY","HAY, ALFALFA","11,900","N/A","N/A"
"2003","NORMAN","OATS","OATS","1,900","150,100","79"
"2003","NORMAN","SOYBEANS","SOYBEANS","164,500","4,935,000","30"
"2003","NORMAN","SUGARBEETS","SUGARBEETS","45,600","N/A","N/A"
"2003","NORMAN","SUNFLOWER","SUNFLOWER","12,700","N/A","N/A"
"2003","NORMAN","SUNFLOWER","SUNFLOWER, NON","7,600","N/A","N/A"
"2003","NORMAN","SUNFLOWER","SUNFLOWER, OIL TYPE","5,100","N/A","N/A"
"2003","NORMAN","WHEAT","WHEAT","152,400","8,686,800","57"
"2003","NORMAN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","152,400","8,686,800","57"
"2003","OTHER (COMBINED) COUNTIES","BARLEY","BARLEY","1,200","47,000","39.2"
"2003","OTHER (COMBINED) COUNTIES","BARLEY","BARLEY","1,200","91,400","76.2"
"2003","OTHER (COMBINED) COUNTIES","BARLEY","BARLEY","1,500","83,300","55.5"
"2003","OTHER (COMBINED) COUNTIES","BARLEY","BARLEY","1,600","101,300","63.3"
"2003","OTHER (COMBINED) COUNTIES","BARLEY","BARLEY","1,800","104,900","58.3"
"2003","OTHER (COMBINED) COUNTIES","BARLEY","BARLEY","100","6,000","60"
"2003","OTHER (COMBINED) COUNTIES","BARLEY","BARLEY","400","24,800","62"
"2003","OTHER (COMBINED) COUNTIES","BARLEY","BARLEY","900","62,400","69.3"
"2003","OTHER (COMBINED) COUNTIES","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","2,200","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","2,200","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","400","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","700","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","CANOLA","CANOLA","1,500","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","CANOLA","CANOLA","4,300","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","CORN","CORN","N/A","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","CORN","CORN","N/A","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","CORN","CORN","N/A","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN","100","6,000","60"
"2003","OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN","300","24,600","82"
"2003","OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN","400","44,600","111.5"
"2003","OTHER (COMBINED) COUNTIES","CORN","CORN, SILAGE","1,000","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","CORN","CORN, SILAGE","600","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","FLAXSEED","FLAXSEED","2,300","56,100","24.4"
"2003","OTHER (COMBINED) COUNTIES","FLAXSEED","FLAXSEED","900","17,100","19"
"2003","OTHER (COMBINED) COUNTIES","HAY","HAY","14,600","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","HAY","HAY","16,500","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","HAY","HAY","2,000","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","HAY","HAY","9,200","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","HAY","HAY, (EXCL ALFALFA)","1,600","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","HAY","HAY, (EXCL ALFALFA)","1,700","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","HAY","HAY, (EXCL ALFALFA)","2,300","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","HAY","HAY, (EXCL ALFALFA)","3,400","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","HAY","HAY, ALFALFA","400","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","HAY","HAY, ALFALFA","6,900","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","OATS","OATS","2,300","166,900","72.6"
"2003","OTHER (COMBINED) COUNTIES","OATS","OATS","500","27,700","55.4"
"2003","OTHER (COMBINED) COUNTIES","OATS","OATS","900","66,600","74"
"2003","OTHER (COMBINED) COUNTIES","SOYBEANS","SOYBEANS","1,900","56,700","29.8"
"2003","OTHER (COMBINED) COUNTIES","SOYBEANS","SOYBEANS","800","24,400","30.5"
"2003","OTHER (COMBINED) COUNTIES","SUGARBEETS","SUGARBEETS","1,100","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","SUGARBEETS","SUGARBEETS","100","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","SUGARBEETS","SUGARBEETS","600","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER","1,300","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER","1,700","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER","1,900","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER","2,100","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER, NON","1,500","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER, NON","1,600","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER, OIL TYPE","2,000","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER, OIL TYPE","6,100","N/A","N/A"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT","100","3,200","32"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT","2,400","144,900","60.4"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT","2,500","99,800","39.9"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT","4,600","222,500","48.4"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT","5,100","268,000","52.5"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT","5,700","245,000","43"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT","500","23,500","47"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, (EXCL DURUM)","100","3,200","32"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,400","144,900","60.4"
"2003","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,500","97,800","39.1"
